user_id	topic	gamma
541811858	1	0.7460267899770702
32588979	1	0.01532915181938348
28081852	1	4.176152771803651e-5
11211542	1	4.220668848725007e-6
2165131938	1	0.044326559067799934
237409428	1	0.04015905281378879
293116923	1	5.534581285926924e-5
26616462	1	2.7869373425356223e-5
28912478	1	0.026560938325147502
198633438	1	1.0000433679780083
495517322	1	5.4604321610590137e-5
314758565	1	2.921470991614059e-5
986185758	1	0.06518402041366468
37703511	1	9.472626127843753e-5
581076102	1	0.016045495259390485
21704370	1	8.012046466772593e-5
394879847	1	0.002378756504164087
2731401072	1	0.015985198294912982
221304470	1	0.009318908807763425
2196438887	1	2.9456311349237743e-5
261515114	1	9.115716652263127e-6
1205438846	1	6.246381927796722e-5
16852067	1	0.019037017496947
116867280	1	0.008219284558761725
2191109263	1	4.158150206148096e-5
48176841	1	6.635916381210218e-5
3317340592	1	8.738316331138421e-4
82431632	1	3.7689768678277976e-5
6987882	1	3.7163839381567104e-5
3111733301	1	0.04730880312631888
19717430	1	7.395149733245309e-5
4417466061	1	0.008073032127469643
121684992	1	4.1591553806343105e-5
47014253	1	0.15295413160263038
2608570804	1	0.03052111736249857
956699847834267648	1	0.05340831898622448
283611777	1	9.808345234365596e-6
738363248886566913	1	5.925943776233971e-5
1029867727	1	6.976184347318404e-5
2826832092	1	4.511785385633937e-5
739857437272989696	1	0.0023408036519808823
910532628465545223	1	0.04036035615667298
175248804	1	7.589293870869354e-5
1673685936	1	0.014996109888056155
3383536403	1	0.05393592034976826
245107956	1	1.3637723124677642e-5
702785870710095872	1	6.836923882448614e-5
225968641	1	0.23841602741443907
946065337	1	2.7030755386335846e-5
486643079	1	2.6285296133683174e-5
583069841	1	0.9999409865682312
3261777894	1	0.12252199530546062
3016365586	1	1.0000003777857878
32320138	1	1.800149291195648e-5
1320475297	1	5.25415210752278e-5
28317466	1	1.6674768325831333e-5
537857276	1	1.1739674529818855e-5
739351075	1	0.7079140442133792
2151173239	1	0.005903339787200586
632341632	1	0.023070352453309722
703449628792979456	1	8.60725779226893e-5
777681590826651648	1	3.431311641875239e-5
226113426	1	0.007971259082782543
59645583	1	5.870390220164402e-5
128098218	1	1.964493964312366e-5
165551457	1	0.023086650657524844
351477816	1	1.0602891658682411e-4
881107535394205697	1	0.9562317106805907
1856268535	1	5.8032496089136475e-5
58792891	1	0.01588875530442984
140781979	1	4.965704066434463e-5
536904437	1	0.020660555520811277
3398633772	1	0.04045538726053627
41412650	1	8.815125103674658e-5
54357787	1	0.9706231885642738
985586833479356417	1	0.010837561206898055
291405463	1	0.005971989112233769
738904572698234880	1	0.00926875948238224
23864006	1	0.051239950727725275
262489912	1	9.314124811790924e-5
798018708446658560	1	5.5954563679767e-5
2786669582	1	0.014657709801748974
3308427048	1	4.279697382083219e-5
365073587	1	3.0009065413195046e-5
2731430702	1	6.620944243733601e-5
801492317085368320	1	3.727794212818784e-5
156855358	1	6.190590226411312e-5
106755054	1	5.378398087686161e-6
5662932	1	8.460811388752449e-5
604675580	1	7.576622684489379e-5
5687992	1	0.02845662134113973
608254360	1	6.092725230740673e-5
2584426024	1	0.04406307096636842
853028992596807680	1	5.538699902510522e-5
2760974530	1	0.006913345071391724
33856936	1	9.042500758245057e-5
823342933596368896	1	0.05049645652473199
744641188611919872	1	0.06126069191776042
2295434528	1	3.926416622286346e-5
222024531	1	0.26025603089491867
3288968226	1	9.110132971842443e-5
3404399200	1	6.341435438159541e-5
828783224214085633	1	0.649325232008601
2346592601	1	3.008367349554431e-5
3131358718	1	8.640670157614534e-5
828606984	1	9.921036992646779e-5
960218275308298241	1	0.04262869003056278
8446902	1	8.150772730872685e-5
1004473568	1	1.0519868464249395e-4
16292314	1	0.050308322340853154
308726945	1	8.948788989477239e-5
550387445	1	4.755564765607157e-5
385195466	1	5.5212325525453116e-5
4160274844	1	1.6345479167973962e-5
199718332	1	4.4625924067078316e-5
1426136258	1	1.0005478877653029e-4
2569483686	1	6.710523929573353e-5
180317990	1	5.271735810428555e-5
787719983400755200	1	7.324793452811217e-5
156064015	1	0.032342420818477276
1496126606	1	2.625247186790534e-5
31905234	1	1.0675086484525901e-4
152284850	1	8.488525033908498e-5
268052347	1	7.476618279325969e-5
6899782	1	2.143544977918323e-5
930305280	1	5.6053725411752904e-5
299892543	1	7.616750443712651e-5
14980174	1	9.1981502259245e-5
240722531	1	4.060150479056819e-5
37722615	1	1.4649414824972002e-5
135027427	1	2.057398012071098e-5
2887436321	1	3.3699648319252826e-5
3072013016	1	1.0244060796414019e-4
4023583938	1	6.028140530363228e-5
614440298	1	4.5069484238631274e-5
2683582382	1	9.437149223501686e-5
3334817769	1	0.07604033379707323
1887838634	1	0.04873307933615633
4343810721	1	3.9471381897319204e-5
4189505765	1	2.090349088684571e-5
394032029	1	0.03687212983978267
3389342548	1	4.8352410626415155e-5
1016991471910600704	1	1.036708328165634e-4
807404767	1	1.203076325786547e-4
3291125327	1	1.0571059458651155e-4
1529917477	1	4.7870261758173114e-5
178548326	1	7.110347867786288e-5
20845477	1	3.910101021329944e-5
727926844108898306	1	0.17768369546635673
3006538779	1	2.244117878950924e-5
19240173	1	0.0921042799340378
3064052632	1	0.1321637899119454
2410969156	1	3.5587181453919595e-5
3003803109	1	5.2622956257088717e-5
48400638	1	4.662127887266173e-5
1024663103026458624	1	5.1909785761756436e-5
396891593	1	0.4709277699925295
879244261	1	4.6424989632651165e-5
1947926683	1	6.0918177828660395e-5
429595066	1	7.28221814141463e-5
58086187	1	1.317942711379746e-4
761420960046080000	1	3.053195316943343e-5
64756252	1	0.4981119483892124
2913384435	1	9.21520687393532e-5
1647893174	1	5.307974878022063e-5
2197029392	1	0.8032507804706523
21232536	1	7.610984225892359e-5
1741770596	1	6.62911772484235e-5
1859960569	1	5.822561750808821e-5
3304816953	1	8.322204240526708e-5
721525965973766145	1	1.0522668761742194e-4
893543531377197056	1	4.4247011604032146e-5
850150195585273857	1	7.643733989563093e-5
777682522553671680	1	1.0051973816377817e-4
2984791392	1	9.27378897229469e-5
88078502	1	0.1416831000464993
931653361	1	9.407025426168603e-5
891277508	1	5.499009020715891e-5
303465665	1	7.85027433055072e-5
2858601824	1	0.9997937632700087
3206455024	1	8.751458531862175e-5
3784461621	1	8.293640739449075e-5
725427910941757442	1	1.7060077730506255e-5
743502446	1	8.621773408204139e-5
107354278	1	3.666942908117979e-5
4125595881	1	4.3856510820534955e-5
754664467015892992	1	1.0612821763121753e-4
112876914	1	7.968066628635023e-5
1946800788	1	8.618804286335995e-5
1391424277	1	5.1912864747461463e-5
1914963913	1	2.0549894721653902e-5
726571209555611649	1	0.46288542373545716
4318658793	1	0.49393466823119947
1007187224192954373	1	2.6795089475369554e-5
1009551252030722050	1	0.2758305223145073
15661156	1	3.391606054996975e-5
585949808	1	4.3987128226141874e-5
757678614	1	1.0262036127533551e-4
113617256	1	5.7065416190575665e-5
26680780	1	6.596710875909982e-5
209380631	1	4.287687548444392e-5
829617079141670912	1	1.0449055347486233e-4
848196502279385088	1	0.04048007392385095
3294210088	1	0.9994703152896736
954407655174561792	1	7.859759994598191e-5
4905970306	1	7.80575648310299e-5
3303603018	1	2.4520315630021945e-5
2205621590	1	7.020083058045702e-5
586255829	1	0.01837544975770565
2545274936	1	0.2293041015694589
465562896	1	8.423234543393068e-5
2831401824	1	9.742948609148197e-5
514178558	1	2.4847739406611742e-5
522406553	1	8.993192086147414e-5
2298806846	1	7.922109864527007e-5
2261338549	1	0.8281950571242593
33854287	1	6.701124752773946e-5
25255526	1	7.601259787545924e-5
3004879471	1	6.92290290102257e-5
783330409123840001	1	1.0774169367060048e-4
2484373880	1	6.123886898169056e-5
404248035	1	0.03668192088110048
856646196378710017	1	1.0579062147397298e-4
980448041734934529	1	9.275653416791956e-5
35669932	1	4.596600754055877e-5
183171024	1	0.6958151149293033
168670658	1	1.1757806855456645e-4
287184001	1	2.0978405808988777e-5
474611933	1	4.769070750801318e-5
330596414	1	4.349568809875399e-5
2416441287	1	4.071554896662077e-5
62402605	1	4.3498664247213666e-5
492762040	1	0.35451727748369644
752866861826600961	1	5.18439323941331e-5
3320319434	1	8.738552331935243e-5
1676685152	1	8.210227102630991e-5
92116345	1	4.6801018238559386e-5
1063211083924615168	1	1.4233103519567354e-4
187688769	1	1.0538381086629665e-4
3322780093	1	0.7576142734918582
83057074	1	5.976176234658472e-5
249394061	1	5.274874464615037e-5
913222195	1	5.90646826866289e-5
2200228926	1	1.1314212957831194e-4
261037340	1	5.1481785451602065e-5
448991059	1	8.01019428449921e-5
3539238075	1	3.0372305033422127e-4
45752162	1	1.3284777216052086e-4
59473046	1	4.7204969951509916e-5
216140321	1	4.7076917079728395e-5
2165734609	1	1.1802258336564892e-4
3973015707	1	1.528960332486195e-4
962314174192930817	1	9.127503634828302e-5
894017396758859777	1	9.943606481401357e-5
