user_id	topic	gamma
869389322855878658	1	3.978781425095995e-5
2336909199	1	6.359521120670122e-5
195592527	1	3.440111617799521e-5
19017604	1	0.10039047346964954
1084650420	1	4.2066957032513005e-5
17454769	1	0.13206937765043728
194343140	1	5.279482110635085e-5
2596589880	1	9.098517885235523e-5
17831138	1	1.849609054671397e-5
18786099	1	0.003498385629362448
98678698	1	3.757886178279489e-5
465119611	1	6.303633437710681e-5
316327930	1	0.27371663845007865
1006149495279771648	1	8.589670145882734e-5
1497105828	1	0.49952218064871196
225968641	1	4.534814237892341e-5
22277496	1	1.9579015250770075e-5
36830025	1	2.544272825455214e-5
1398479138	1	0.8145535505410194
161163433	1	0.9967257293904888
636025744	1	3.697862217616597e-5
767256235	1	1.432695264157635e-5
77184521	1	6.9906075377844e-5
16187240	1	0.8630485718557028
15815757	1	0.729748529945823
50798026	1	7.19259716532819e-5
2181212986	1	5.321525953360899e-5
151915040	1	7.836183710239904e-5
129067238	1	0.5206213367098805
1001562055	1	5.2150691828906065e-6
2814040284	1	0.8483433307785102
55706325	1	8.952754841479864e-5
118791480	1	7.003825391079133e-5
1560875191	1	0.5195126383962043
730523465447407616	1	6.140286008719797e-5
892120710667264001	1	5.572573222903816e-5
596525761	1	4.391395772266173e-5
776272687	1	0.5887896272003089
16073596	1	0.548072332514527
257993878	1	7.929414476403349e-5
3044819620	1	7.543710435971963e-5
2868467754	1	3.648856065500371e-5
14156466	1	3.996967492424509e-6
300479320	1	1.0536721118499802e-4
1015730719862198273	1	6.974863975462021e-5
278417777	1	0.022492311022017576
4023583938	1	8.072294102548738e-6
3587917655	1	7.549751365143237e-5
517107950	1	0.024889462192033994
15625450	1	3.6228838406728245e-5
925090420526284800	1	0.37873146190865187
1884398202	1	7.141242818618197e-5
741041871393153026	1	0.3615125002812857
10799642	1	7.779650495514626e-5
116473390	1	8.893574690684827e-5
275681295	1	7.317476158844764e-5
610088998	1	7.464420385037722e-5
1046740962	1	0.514366488706525
3952661537	1	0.6585450546823659
433650953	1	0.22827747831015302
1023771075040210944	1	8.851382430258246e-5
551774095	1	1.0743821764322328e-4
161838894	1	0.18083723036719176
540645536	1	9.124789937390321e-5
199439095	1	4.4249280224768977e-5
24554929	1	6.131245224700541e-5
42272176	1	7.283716351496964e-5
394334112	1	0.1992575038968051
5396782	1	0.9723032808615194
452943547	1	7.643178899523632e-5
280848678	1	1.1155354292338628e-4
2872639048	1	0.6272320984500478
850425172268118017	1	1.0813720125656775e-4
4288994138	1	0.8016534581842766
14346862	1	4.6926042754270763e-5
4005918077	1	0.03361711937057943
459352886	1	5.76394788422083e-5
30009042	1	2.341157459813126e-5
3253804451	1	3.812672810098752e-5
1828157862	1	9.7289290803279e-5
920406011793629189	1	0.4779839301484993
4314665908	1	1.0347727130367814e-4
56401749	1	2.4514563703308976e-5
448991059	1	0.7893426232244558
13957012	1	0.33409659678680903
1438492370	1	4.7791883037484026e-5
176781746	1	4.3862825091767256e-5
58157455	1	5.898156670380696e-5
772478217361817600	1	0.7876209388671666
996339746082361344	1	5.829507309983537e-5
718316416	1	1.1115873168368433e-4
938355857565388800	1	1.4077740897789934e-4
1662938636	1	0.21839585571884967
518298806	1	0.28229289131294805
27443378	1	0.9998657721254945
967547347	1	2.7489147352181184e-5
14368178	1	0.9998566360316687
3271105524	1	0.06649792934513445
171712286	1	5.476874110754466e-5
27076402	1	1.5745367891927854e-4
627768498	1	7.713291692336825e-5
29400366	1	1.6233322207268182e-4
1425704400	1	1.0954008084011533e-4
1685423414	1	4.7599416731314024e-5
2533117572	1	1.588836893859522e-4
3362591548	1	5.857025249720791e-5
83889335	1	1.3516308764421986e-4
351714786	1	1.5507653689507373e-4
989306943922720768	1	0.9215970579652935
2795551457	1	0.5002884620915437
767508881194885120	1	2.1885548293617703e-4
448885963	1	7.532271322726048e-5
2459034979	1	0.8739129324833986
226367460	1	1.338595087098814e-4
20071929	1	1.2457005511842188e-4
174857114	1	8.54809688093501e-5
886569368871518208	1	1.3051191042877372e-4
22403968	1	0.3897004273379408
1009889166404943872	1	1.1148785157700192e-4
85138554	1	2.265776771060264e-4
263519006	1	3.145397979924815e-4
42791181	1	2.3200098271246606e-4
301169465	1	2.9836736265711507e-4
103632922	1	1.0831454020795512e-4
885631081436913666	1	4.330153595903054e-4
4197404474	1	1.9764114922707612e-4
3351126045	1	0.1709588280857935
70775884	1	1.612095236928619e-4
906344600012328961	1	0.6868156851184013
150390897	1	2.9706491562378403e-4
28685983	1	3.1330365241365095e-4
18474087	1	2.4013005993297397e-4
14787107	1	4.017697972603298e-4
62186989	1	1.6223908978433e-4
2489281682	1	3.3178194159347074e-4
1082876013149851648	1	2.0433552181677042e-4
822321992	1	4.459000642140566e-4
14731789	1	4.873712499046705e-4
188965340	1	1.966187881457298e-4
6446052	1	4.903828224665479e-4
837322733784485888	1	0.32854467638759766
2333719058	1	0.9944899427141235
463219950	1	0.001024036882298252
710938809073012736	1	3.474313786332492e-4
1188877111	1	1.9120161113770476e-4
848271469012553728	1	0.001030277627162025
3916111	1	0.5767453594036785
821349290631135232	1	4.103054985831548e-4
701228833643569152	1	6.917598282984423e-4
2270738605	1	0.9953332976442002
309668325	1	6.83194533602419e-4
133872193	1	7.167590108766184e-4
2164510104	1	0.001183113980953327
3375288033	1	0.001229950475211941
15929341	1	0.001281652949597376
171323536	1	0.0013176323590666512
836258493090922496	1	0.0012805566384323402
76031435	1	0.0014025378980919696
4289272998	1	0.7161902883683405
42902766	1	7.508471959568529e-4
268334410	1	0.0015280008704790238
869389322855878658	2	1.000011813079506
2336909199	2	0.46870172315669184
195592527	2	1.6899410689024315e-5
19017604	2	4.2428242268745524e-4
1084650420	2	6.376052144872454e-5
17454769	2	0.1062549357908133
194343140	2	1.0000849063477133
